pixel_id,timestamp,region_id,B2_blue,B3_green,B4_red,B8_nir,B11_swir1
R008_P005,2026-04-15,R008,0.123,0.139,0.203,0.523,0.259
R008_P005,2026-04-22,R008,0.157,0.161,0.198,0.426,0.297
R008_P005,2026-04-29,R008,0.142,0.132,0.202,0.455,0.32
R008_P005,2026-05-06,R008,0.14,0.14,0.205,0.399,0.232
R008_P005,2026-05-13,R008,0.119,0.142,0.207,0.465,0.235
R008_P005,2026-05-20,R008,0.128,0.133,0.181,0.53,0.282
R008_P006,2026-04-01,R008,0.136,0.148,0.181,0.475,0.306
R008_P006,2026-04-08,R008,0.122,0.156,0.146,-999.0,0.266
R008_P006,2026-04-15,R008,0.112,0.162,0.159,0.421,0.238
R008_P006,2026-04-22,R008,0.129,0.138,0.157,0.383,0.229
R008_P006,2026-04-29,R008,0.119,0.132,0.164,-999.0,0.234
R008_P006,2026-05-06,R008,0.122,0.144,0.156,0.461,0.292
R008_P006,2026-05-13,R008,0.107,0.145,0.179,0.47,0.254
R008_P006,2026-05-20,R008,0.146,0.158,0.15,0.497,0.301
R008_P007,2026-04-01,R008,0.148,0.185,0.193,0.523,0.277
R008_P007,2026-04-08,R008,0.159,0.194,0.184,0.449,0.279
R008_P007,2026-04-15,R008,0.154,0.193,0.191,0.544,0.273
R008_P007,2026-04-22,R008,0.164,0.16,0.172,0.547,0.31
R008_P007,2026-04-29,R008,0.167,0.154,0.212,0.522,0.313
R008_P007,2026-05-06,R008,0.174,0.151,0.197,0.541,0.318
R008_P007,2026-05-13,R008,0.139,0.152,0.177,0.419,0.322
R008_P007,2026-05-20,R008,0.157,0.174,0.205,0.455,0.332
R008_P008,2026-04-01,R008,0.122,0.151,0.156,0.524,0.248
R008_P008,2026-04-08,R008,0.162,0.183,0.181,0.452,0.264
R008_P008,2026-04-15,R008,0.16,0.14,0.157,0.417,0.265
R008_P008,2026-04-22,R008,0.117,0.143,0.203,0.505,0.272
R008_P008,2026-04-29,R008,0.124,0.159,0.213,0.412,0.328
R008_P008,2026-05-06,R008,0.16,0.155,0.197,0.456,0.286
R008_P008,2026-05-13,R008,0.14,0.145,0.155,0.476,0.303
R008_P008,2026-05-20,R008,0.156,0.162,0.177,0.468,0.332
R008_P009,2026-04-01,R008,0.158,0.154,0.205,0.439,0.302
R008_P009,2026-04-08,R008,0.163,0.165,0.208,0.394,0.308
R008_P009,2026-04-15,R008,0.15,0.165,0.183,0.426,0.281
R008_P009,2026-04-22,R008,0.135,0.16,0.166,0.504,0.332
R008_P009,2026-04-29,R008,0.161,0.166,0.219,0.473,0.252
R008_P009,2026-05-06,R008,0.141,0.157,0.168,0.54,0.248
R008_P009,2026-05-13,R008,0.144,0.16,0.21,0.449,0.282
R008_P009,2026-05-20,R008,0.129,0.17,0.212,0.469,0.267
R008_P010,2026-04-01,R008,0.137,0.182,0.168,0.481,0.297
R008_P010,2026-04-08,R008,0.153,0.164,0.19,0.426,0.261
R008_P010,2026-04-15,R008,0.113,0.177,0.154,0.395,-999.0
R008_P010,2026-04-22,R008,0.14,0.169,0.197,0.424,0.286
R008_P010,2026-04-29,R008,0.155,0.174,0.154,0.484,0.309
R008_P010,2026-05-06,R008,0.16,0.151,0.18,0.507,0.272
R008_P010,2026-05-13,R008,0.133,0.14,0.157,0.509,-999.0
R008_P010,2026-05-20,R008,0.116,0.174,0.198,0.455,0.288
R008_P011,2026-04-01,R008,0.126,0.134,0.141,0.5,0.293
R008_P011,2026-04-08,R008,0.118,0.144,0.15,0.479,0.272
R008_P011,2026-04-15,R008,0.116,0.134,0.155,0.424,0.241
R008_P011,2026-04-22,R008,0.11,0.16,0.174,0.442,0.281
R008_P011,2026-04-29,R008,0.133,0.16,0.147,0.424,0.235
R008_P011,2026-05-06,R008,0.118,0.141,0.155,-999.0,0.299
R008_P011,2026-05-13,R008,0.14,0.139,0.138,0.489,0.296
R008_P011,2026-05-20,R008,0.146,0.164,0.166,0.496,0.269
R008_P012,2026-04-01,R008,0.109,0.124,0.179,0.422,0.311
R008_P012,2026-04-08,R008,0.127,0.147,0.183,0.438,0.283
R008_P012,2026-04-15,R008,0.111,0.157,0.183,0.448,0.302
R008_P012,2026-04-22,R008,0.109,0.151,0.189,0.501,0.266
R008_P012,2026-04-29,R008,0.116,0.157,0.155,0.471,0.251
R008_P012,2026-05-06,R008,0.122,0.148,0.183,0.395,0.236
R008_P012,2026-05-13,R008,0.12,0.148,0.141,0.505,0.232
R008_P012,2026-05-20,R008,0.128,0.117,0.14,0.407,0.253
R008_P013,2026-04-01,R008,0.12,0.174,0.173,0.489,0.297
R008_P013,2026-04-08,R008,0.135,0.127,0.161,0.404,0.298
R008_P013,2026-04-15,R008,0.138,0.146,0.182,0.48,0.283
R008_P013,2026-04-22,R008,0.113,0.13,0.175,0.459,0.299
R008_P013,2026-04-29,R008,0.118,0.137,0.182,0.417,0.259
R008_P013,2026-05-06,R008,0.133,0.157,0.18,0.441,0.275
R008_P013,2026-05-13,R008,0.11,0.171,0.159,0.451,0.254
R008_P013,2026-05-20,R008,0.122,0.137,0.15,0.512,0.228
R008_P014,2026-04-01,R008,0.108,0.121,0.127,0.377,0.241
R008_P014,2026-04-08,R008,0.086,0.108,0.144,0.459,0.208
R008_P014,2026-04-15,R008,0.107,0.104,0.135,0.486,0.227
R008_P014,2026-04-22,R008,0.129,0.12,0.173,0.46,0.246
R008_P014,2026-04-29,R008,0.132,0.147,0.157,0.426,0.226
R008_P014,2026-05-06,R008,0.128,0.125,0.173,0.409,0.236
R008_P014,2026-05-13,R008,0.124,0.142,0.146,0.453,0.26
R008_P014,2026-05-20,R008,0.087,0.121,0.16,-999.0,0.25
R008_P015,2026-04-01,R008,0.146,0.159,0.158,0.458,0.322
R008_P015,2026-04-08,R008,0.123,0.178,0.178,0.424,-999.0
R008_P015,2026-04-15,R008,0.12,0.162,0.163,0.525,0.299
R008_P015,2026-04-22,R008,0.157,0.138,0.149,0.382,0.325
R008_P015,2026-04-29,R008,0.128,0.176,0.175,0.419,0.326
R008_P015,2026-05-06,R008,0.157,0.166,0.174,0.528,0.231
R008_P015,2026-05-13,R008,0.111,0.133,0.18,0.392,0.285
R008_P015,2026-05-20,R008,0.153,0.129,0.155,0.402,0.229
R008_P016,2026-04-01,R008,0.111,0.146,0.163,0.467,0.299
R008_P016,2026-04-08,R008,0.101,0.153,0.185,0.421,0.273
R008_P016,2026-04-15,R008,0.132,0.132,0.138,0.405,0.222
R008_P016,2026-04-22,R008,0.126,0.146,0.137,0.501,0.233
R008_P016,2026-04-29,R008,0.131,0.141,0.166,0.405,0.279
R008_P016,2026-05-06,R008,0.145,0.115,0.16,0.493,0.239
R008_P016,2026-05-13,R008,0.117,0.127,0.163,0.403,-999.0
R008_P016,2026-05-20,R008,0.12,0.144,0.172,0.44,0.251
R008_P017,2026-04-01,R008,0.103,0.107,0.142,0.439,0.223
R008_P017,2026-04-08,R008,0.128,0.127,0.151,0.442,0.256
R008_P017,2026-04-15,R008,0.112,0.134,0.174,0.409,0.209
R008_P017,2026-04-22,R008,0.112,0.129,0.162,0.453,0.217
R008_P017,2026-04-29,R008,0.089,0.137,0.17,0.465,0.261
R008_P017,2026-05-06,R008,0.088,0.149,0.169,0.417,0.269
R008_P017,2026-05-13,R008,0.132,0.145,0.132,0.377,0.277
R008_P017,2026-05-20,R008,0.094,0.142,-999.0,0.416,0.229
R008_P018,2026-04-01,R008,0.11,0.16,-999.0,0.417,0.262
R008_P018,2026-04-08,R008,0.115,0.154,0.151,0.476,0.248
R008_P018,2026-04-15,R008,0.145,0.145,0.189,0.366,0.314
R008_P018,2026-04-22,R008,0.13,0.163,0.157,0.379,0.23
R008_P018,2026-04-29,R008,0.127,0.123,0.141,0.493,0.288
R008_P018,2026-05-06,R008,0.135,0.122,0.155,0.462,0.259
R008_P018,2026-05-13,R008,0.124,0.153,0.181,-999.0,0.263
R008_P018,2026-05-20,R008,0.134,0.136,0.188,0.504,0.236
R008_P019,2026-04-01,R008,0.166,0.163,0.202,-999.0,0.305
R008_P019,2026-04-08,R008,0.143,0.151,0.196,0.467,0.317
R008_P019,2026-04-15,R008,0.124,0.142,0.189,-999.0,0.316
R008_P019,2026-04-22,R008,0.128,0.147,-999.0,0.526,0.314
R008_P019,2026-04-29,R008,0.121,0.18,0.206,0.434,0.306
R008_P019,2026-05-06,R008,0.149,0.15,0.194,0.505,0.307
R008_P019,2026-05-13,R008,0.168,0.182,0.207,0.484,0.326
R008_P019,2026-05-20,R008,0.168,0.182,0.207,0.456,0.282
R008_P020,2026-04-01,R008,0.167,0.153,-999.0,0.534,0.245
R008_P020,2026-04-08,R008,0.155,0.188,0.208,0.531,0.291
R008_P020,2026-04-15,R008,0.143,0.189,0.21,0.424,0.321
R008_P020,2026-04-22,R008,0.152,0.142,-999.0,0.443,0.299
R008_P020,2026-04-29,R008,0.13,0.154,0.174,0.517,0.27
R008_P020,2026-05-06,R008,0.151,0.175,0.202,0.51,0.277
R008_P020,2026-05-13,R008,0.156,0.166,0.166,0.406,0.263
R008_P020,2026-05-20,R008,0.136,0.187,0.203,0.508,0.316
R009_P001,2026-04-01,R009,0.103,0.138,0.141,0.463,-999.0
R009_P001,2026-04-08,R009,0.112,0.127,0.179,0.38,0.276
R009_P001,2026-04-15,R009,0.108,0.126,0.143,0.455,0.235
R009_P001,2026-04-22,R009,0.107,0.155,0.134,0.487,0.299
R009_P001,2026-04-29,R009,0.115,0.146,0.148,0.469,0.275
R009_P001,2026-05-06,R009,0.119,0.131,0.164,0.465,0.26
R009_P001,2026-05-13,R009,0.097,0.153,0.178,0.413,0.254
R009_P001,2026-05-20,R009,0.112,0.151,0.157,0.445,0.299
R009_P002,2026-04-01,R009,0.109,0.156,0.19,0.474,0.311
R009_P002,2026-04-08,R009,0.122,0.156,0.158,0.446,0.262
R009_P002,2026-04-15,R009,0.112,0.136,0.166,0.395,0.237
R009_P002,2026-04-22,R009,0.143,0.128,0.173,0.495,0.282
R009_P002,2026-04-29,R009,0.102,0.168,0.189,0.507,0.233
R009_P002,2026-05-06,R009,0.138,0.143,0.153,0.468,0.32
R009_P002,2026-05-13,R009,0.107,0.135,0.183,0.505,0.298
R009_P002,2026-05-20,R009,0.142,0.15,0.196,0.451,0.269
R009_P003,2026-04-01,R009,0.134,0.145,0.197,0.524,0.313
R009_P003,2026-04-08,R009,0.133,0.158,0.152,0.476,0.296
R009_P003,2026-04-15,R009,0.136,0.172,0.151,0.456,0.281
R009_P003,2026-04-22,R009,0.115,0.174,0.2,-999.0,0.249
R009_P003,2026-04-29,R009,0.122,0.147,0.191,0.457,0.272
R009_P003,2026-05-06,R009,0.146,0.142,0.177,0.502,0.264
R009_P003,2026-05-13,R009,0.146,0.143,0.184,0.417,-999.0
R009_P003,2026-05-20,R009,0.11,0.139,0.175,0.415,0.263
R009_P004,2026-04-01,R009,0.159,0.176,0.199,0.457,0.3
R009_P004,2026-04-08,R009,0.166,0.151,0.197,0.499,-999.0
R009_P004,2026-04-15,R009,0.137,0.163,0.219,0.4,0.314
R009_P004,2026-04-22,R009,0.153,0.166,0.195,0.503,0.31
R009_P004,2026-04-29,R009,0.165,0.181,0.219,0.416,0.311
R009_P004,2026-05-06,R009,0.142,0.187,0.17,0.546,0.326
R009_P004,2026-05-13,R009,0.161,0.156,0.216,0.542,0.299
R009_P004,2026-05-20,R009,0.164,0.168,0.2,0.472,0.26
R009_P005,2026-04-01,R009,0.135,0.178,0.164,0.526,0.253
R009_P005,2026-04-08,R009,0.149,0.178,0.159,0.435,0.317
R009_P005,2026-04-15,R009,0.155,0.151,0.211,0.501,0.311
R009_P005,2026-04-22,R009,0.146,0.149,0.178,0.438,-999.0
R009_P005,2026-04-29,R009,0.15,0.172,0.181,0.427,0.257
R009_P005,2026-05-06,R009,0.118,0.18,0.177,-999.0,0.242
R009_P005,2026-05-13,R009,0.147,0.152,0.163,0.501,0.311
R009_P005,2026-05-20,R009,0.12,0.173,0.167,0.481,0.31
R009_P006,2026-04-01,R009,0.125,0.172,0.201,0.492,0.26
R009_P006,2026-04-08,R009,0.136,0.173,0.198,0.482,0.32
R009_P006,2026-04-15,R009,0.156,0.182,0.185,0.399,0.245
R009_P006,2026-04-22,R009,0.159,0.159,-999.0,0.474,0.344
R009_P006,2026-04-29,R009,0.139,0.173,0.173,0.513,0.263
R009_P006,2026-05-06,R009,0.145,0.177,0.205,0.498,0.245
R009_P006,2026-05-13,R009,0.142,0.163,0.206,0.447,0.29
R009_P006,2026-05-20,R009,0.14,0.155,0.186,0.401,0.327
R009_P007,2026-04-01,R009,0.124,0.136,0.151,0.394,0.243
R009_P007,2026-04-08,R009,0.102,0.13,0.174,0.497,0.257
R009_P007,2026-04-15,R009,0.099,0.115,0.163,0.48,0.21
R009_P007,2026-04-22,R009,0.097,0.13,0.177,0.403,-999.0
R009_P007,2026-04-29,R009,0.086,0.105,0.142,0.431,0.236
R009_P007,2026-05-06,R009,0.131,0.114,0.179,0.396,0.227
R009_P007,2026-05-13,R009,0.095,0.147,0.179,0.428,0.295
R009_P007,2026-05-20,R009,0.107,0.108,0.142,0.448,0.246
R009_P008,2026-04-01,R009,0.106,0.14,0.163,0.456,0.211
R009_P008,2026-04-08,R009,0.139,0.139,0.132,0.484,0.274
R009_P008,2026-04-15,R009,0.135,0.134,0.147,0.411,0.296
R009_P008,2026-04-22,R009,0.12,0.137,0.165,0.459,0.211
R009_P008,2026-04-29,R009,0.131,0.128,0.159,0.488,0.309
R009_P008,2026-05-06,R009,0.133,0.125,0.155,0.433,0.224
R009_P008,2026-05-13,R009,0.132,0.128,0.189,0.462,0.269
R009_P008,2026-05-20,R009,0.119,0.144,0.167,0.405,0.286
R009_P009,2026-04-01,R009,0.138,0.147,0.169,0.516,0.314
R009_P009,2026-04-08,R009,0.16,0.15,0.19,0.502,0.296
R009_P009,2026-04-15,R009,0.134,0.179,0.17,0.445,0.271
R009_P009,2026-04-22,R009,0.145,0.157,0.163,0.503,0.278
R009_P009,2026-04-29,R009,0.15,0.188,0.191,0.469,0.286
R009_P009,2026-05-06,R009,0.165,0.189,0.196,0.509,0.267
R009_P009,2026-05-13,R009,0.141,0.157,0.163,0.472,0.281
R009_P009,2026-05-20,R009,0.13,0.182,0.215,0.457,0.302
R009_P010,2026-04-01,R009,0.14,0.138,0.198,0.423,0.326
R009_P010,2026-04-08,R009,0.161,0.137,0.208,0.399,0.25
R009_P010,2026-04-15,R009,0.133,0.166,0.187,0.524,0.267
R009_P010,2026-04-22,R009,0.138,0.147,0.208,-999.0,0.286
R009_P010,2026-04-29,R009,0.12,0.135,0.21,0.473,0.24
R009_P010,2026-05-06,R009,0.121,0.152,0.154,0.484,0.306
R009_P010,2026-05-13,R009,0.123,0.144,0.206,0.425,-999.0
R009_P010,2026-05-20,R009,0.142,0.173,0.195,0.454,0.299
R009_P011,2026-04-01,R009,0.142,0.158,0.165,0.515,0.316
R009_P011,2026-04-08,R009,0.15,0.153,0.176,0.504,-999.0
R009_P011,2026-04-15,R009,0.152,0.138,0.174,0.447,0.254
R009_P011,2026-04-22,R009,0.145,0.156,0.167,0.522,0.308
R009_P011,2026-04-29,R009,0.119,0.133,0.151,0.445,0.3
R009_P011,2026-05-06,R009,0.126,0.145,0.188,0.506,0.308
R009_P011,2026-05-13,R009,0.112,0.16,0.195,0.514,0.309
R009_P011,2026-05-20,R009,0.153,0.16,0.164,0.526,0.237
R009_P012,2026-04-01,R009,0.103,0.162,0.14,0.442,0.245
R009_P012,2026-04-08,R009,0.13,0.13,0.144,0.415,0.252
R009_P012,2026-04-15,R009,0.13,0.152,0.184,-999.0,0.292
R009_P012,2026-04-22,R009,0.12,0.159,-999.0,0.439,0.234
R009_P012,2026-04-29,R009,0.097,0.132,0.164,0.51,0.264
R009_P012,2026-05-06,R009,0.097,0.158,0.164,0.415,0.296
R009_P012,2026-05-13,R009,0.114,0.141,0.162,0.44,0.244
R009_P012,2026-05-20,R009,0.122,0.156,0.14,0.443,0.284
R009_P013,2026-04-01,R009,0.164,0.16,0.171,0.464,0.267
R009_P013,2026-04-08,R009,0.166,0.167,0.17,0.389,-999.0
R009_P013,2026-04-15,R009,0.162,0.156,0.188,0.49,0.255
R009_P013,2026-04-22,R009,0.139,0.157,0.185,0.486,0.298
R009_P013,2026-04-29,R009,0.132,0.144,0.181,0.405,0.334
R009_P013,2026-05-06,R009,0.162,0.151,0.21,0.507,0.286
R009_P013,2026-05-13,R009,0.133,0.139,0.182,0.436,0.246
R009_P013,2026-05-20,R009,0.159,0.166,0.178,0.479,0.249
R009_P014,2026-04-01,R009,0.15,0.136,0.175,0.432,0.247
R009_P014,2026-04-08,R009,0.118,0.178,0.199,0.511,0.264
R009_P014,2026-04-15,R009,0.116,0.15,0.16,0.476,0.274
R009_P014,2026-04-22,R009,0.115,0.177,0.214,0.441,0.331
R009_P014,2026-04-29,R009,0.144,0.182,0.17,0.4,0.305
R009_P014,2026-05-06,R009,0.158,0.176,-999.0,0.499,0.244
R009_P014,2026-05-13,R009,0.124,0.155,0.204,0.41,0.286
R009_P014,2026-05-20,R009,0.14,0.147,0.167,-999.0,0.28
R009_P015,2026-04-01,R009,0.124,0.145,0.187,0.471,0.311
R009_P015,2026-04-08,R009,0.127,0.127,0.144,0.425,0.226
R009_P015,2026-04-15,R009,0.136,0.154,0.178,0.38,0.213
R009_P015,2026-04-22,R009,0.095,0.155,0.188,0.441,0.215
R009_P015,2026-04-29,R009,0.129,0.146,0.134,-999.0,0.291
R009_P015,2026-05-06,R009,0.095,0.131,0.191,0.421,0.269
R009_P015,2026-05-13,R009,0.132,0.155,0.174,0.466,0.295
R009_P015,2026-05-20,R009,0.141,0.155,0.137,0.394,0.265
R009_P016,2026-04-01,R009,0.137,0.166,0.141,0.379,0.289
R009_P016,2026-04-08,R009,0.112,0.134,0.172,0.499,0.278
R009_P016,2026-04-15,R009,0.149,0.158,0.163,0.386,0.277
R009_P016,2026-04-22,R009,0.11,0.14,0.196,0.485,0.247
R009_P016,2026-04-29,R009,0.101,0.136,0.166,0.489,0.285
R009_P016,2026-05-06,R009,0.146,0.137,0.162,0.514,0.305
R009_P016,2026-05-13,R009,0.146,0.127,0.152,0.409,0.276
R009_P016,2026-05-20,R009,0.132,0.131,0.144,0.453,0.291
R009_P017,2026-04-01,R009,0.165,0.158,0.183,0.502,0.329
R009_P017,2026-04-08,R009,0.141,0.18,0.196,0.417,0.299
R009_P017,2026-04-15,R009,0.163,0.181,0.176,0.469,0.277
R009_P017,2026-04-22,R009,0.129,0.177,0.195,0.399,0.258
R009_P017,2026-04-29,R009,0.144,0.179,0.219,0.504,0.279
R009_P017,2026-05-06,R009,0.169,0.171,0.176,0.48,0.314
R009_P017,2026-05-13,R009,0.146,0.181,0.211,0.527,0.3
R009_P017,2026-05-20,R009,0.168,0.151,0.216,0.45,0.287
R009_P018,2026-04-01,R009,0.098,0.109,0.177,0.458,0.299
R009_P018,2026-04-08,R009,0.113,0.137,0.187,0.473,0.275
R009_P018,2026-04-15,R009,0.131,0.152,0.135,0.38,0.29
R009_P018,2026-04-22,R009,0.134,0.124,-999.0,0.387,0.238
R009_P018,2026-04-29,R009,0.13,0.145,0.167,0.472,0.258
R009_P018,2026-05-06,R009,0.128,0.114,0.174,0.37,-999.0
R009_P018,2026-05-13,R009,0.105,0.125,0.147,0.421,0.258
R009_P018,2026-05-20,R009,0.105,0.124,0.162,0.415,0.278
R009_P019,2026-04-01,R009,0.111,0.157,0.142,0.374,0.277
R009_P019,2026-04-08,R009,0.116,0.16,0.163,0.481,0.246
R009_P019,2026-04-15,R009,0.128,0.141,0.165,0.408,0.26
R009_P019,2026-04-22,R009,0.145,0.118,0.163,0.441,0.291
R009_P019,2026-04-29,R009,0.132,0.149,0.169,0.513,0.307
R009_P019,2026-05-06,R009,0.114,0.152,0.195,0.507,0.249
R009_P019,2026-05-13,R009,0.112,0.137,0.182,0.503,0.248
R009_P019,2026-05-20,R009,0.137,0.154,0.174,0.447,0.222
R009_P020,2026-04-01,R009,0.17,0.148,0.197,-999.0,0.271
R009_P020,2026-04-08,R009,0.155,0.174,0.221,0.449,0.288
R009_P020,2026-04-15,R009,0.135,0.161,0.211,0.407,0.293
R009_P020,2026-04-22,R009,0.134,0.165,0.169,0.49,0.252
R009_P020,2026-04-29,R009,0.169,0.181,0.212,0.527,0.244
R009_P020,2026-05-06,R009,0.152,0.189,0.173,0.463,0.269
R009_P020,2026-05-13,R009,0.149,0.152,0.183,0.527,0.301
R009_P020,2026-05-20,R009,0.135,0.179,0.208,-999.0,0.249
R010_P001,2026-04-01,R010,0.137,0.162,0.156,0.413,0.281
R010_P001,2026-04-08,R010,0.115,0.184,0.176,0.413,0.289
R010_P001,2026-04-15,R010,0.149,0.157,0.191,0.42,0.295
R010_P001,2026-04-22,R010,0.152,0.181,0.181,0.414,0.291
R010_P001,2026-04-29,R010,0.116,0.163,0.172,0.395,0.326
R010_P001,2026-05-06,R010,0.153,0.148,0.177,0.475,0.249
R010_P001,2026-05-13,R010,0.118,0.15,0.168,0.525,0.295
R010_P001,2026-05-20,R010,0.132,0.147,0.19,0.45,0.285
R010_P002,2026-04-01,R010,0.131,0.151,0.164,0.47,0.28
R010_P002,2026-04-08,R010,0.122,0.142,0.201,0.398,0.242
R010_P002,2026-04-15,R010,0.161,0.138,0.169,0.422,0.25
R010_P002,2026-04-22,R010,0.118,0.175,0.206,0.388,0.252
R010_P002,2026-04-29,R010,0.114,0.149,0.178,-999.0,0.326
R010_P002,2026-05-06,R010,0.16,0.142,0.161,-999.0,0.235
R010_P002,2026-05-13,R010,0.123,0.157,0.203,0.423,0.27
R010_P002,2026-05-20,R010,0.121,0.157,0.199,0.401,-999.0
R010_P003,2026-04-01,R010,0.125,0.163,0.158,-999.0,0.233
R010_P003,2026-04-08,R010,0.135,0.124,0.172,0.504,0.31
R010_P003,2026-04-15,R010,0.109,0.17,0.199,0.422,-999.0
R010_P003,2026-04-22,R010,0.104,0.163,0.155,0.463,0.319
R010_P003,2026-04-29,R010,0.13,0.142,0.165,0.46,-999.0
R010_P003,2026-05-06,R010,0.129,0.161,-999.0,0.488,0.306
R010_P003,2026-05-13,R010,0.148,0.169,0.152,0.518,0.313
R010_P003,2026-05-20,R010,0.137,0.164,0.175,-999.0,0.298
R010_P004,2026-04-01,R010,0.151,0.15,0.188,0.415,0.332
R010_P004,2026-04-08,R010,0.12,0.157,0.193,0.515,0.312
R010_P004,2026-04-15,R010,0.142,0.186,0.209,0.464,0.336
R010_P004,2026-04-22,R010,0.153,0.182,0.212,0.514,0.305
R010_P004,2026-04-29,R010,0.14,0.185,0.2,0.537,0.321
R010_P004,2026-05-06,R010,0.124,0.15,0.181,0.498,0.324
R010_P004,2026-05-13,R010,0.121,0.146,0.214,-999.0,0.311
R010_P004,2026-05-20,R010,0.155,0.165,0.199,0.507,-999.0
R010_P005,2026-04-01,R010,0.129,0.183,0.197,0.435,0.242
R010_P005,2026-04-08,R010,0.165,0.16,0.166,0.407,0.247
R010_P005,2026-04-15,R010,0.171,0.185,0.167,0.448,0.306
R010_P005,2026-04-22,R010,0.171,0.154,0.197,0.471,-999.0
R010_P005,2026-04-29,R010,0.128,0.166,0.199,0.404,0.326
R010_P005,2026-05-06,R010,0.128,0.177,0.183,0.478,0.288
R010_P005,2026-05-13,R010,0.165,0.166,0.17,0.534,0.265
R010_P005,2026-05-20,R010,0.125,0.156,0.166,0.413,0.315
R010_P006,2026-04-01,R010,0.15,0.157,0.199,0.444,0.275
R010_P006,2026-04-08,R010,0.124,0.157,0.184,0.417,0.256
R010_P006,2026-04-15,R010,0.136,0.168,0.2,0.4,0.327
R010_P006,2026-04-22,R010,0.109,0.174,0.204,0.481,0.312
R010_P006,2026-04-29,R010,0.132,0.136,0.197,0.426,0.233
R010_P006,2026-05-06,R010,0.157,0.151,0.186,0.398,0.292
R010_P006,2026-05-13,R010,0.11,0.17,0.177,0.514,0.31
R010_P006,2026-05-20,R010,0.135,0.162,0.191,0.454,0.274
R010_P007,2026-04-01,R010,0.125,0.188,0.196,0.526,-999.0
R010_P007,2026-04-08,R010,0.167,0.16,0.19,0.457,0.27
R010_P007,2026-04-15,R010,0.165,0.149,0.171,0.406,0.24
R010_P007,2026-04-22,R010,0.121,0.148,0.185,0.486,0.31
R010_P007,2026-04-29,R010,0.128,0.184,0.192,0.438,0.326
R010_P007,2026-05-06,R010,0.138,0.161,0.2,0.452,0.242
R010_P007,2026-05-13,R010,0.159,0.159,0.216,0.397,-999.0
R010_P007,2026-05-20,R010,0.154,0.161,0.174,0.487,0.25
R010_P008,2026-04-01,R010,0.155,0.166,0.217,0.475,0.291
R010_P008,2026-04-08,R010,0.145,0.184,0.2,0.451,0.239
R010_P008,2026-04-15,R010,0.137,0.143,0.185,0.466,0.247
R010_P008,2026-04-22,R010,0.169,0.155,0.195,0.525,0.244
R010_P008,2026-04-29,R010,0.152,0.18,0.199,0.401,0.258
R010_P008,2026-05-06,R010,0.13,0.147,0.211,0.483,0.296
R010_P008,2026-05-13,R010,0.131,0.183,0.194,0.394,0.242
R010_P008,2026-05-20,R010,0.162,0.149,0.189,0.398,0.322
R010_P009,2026-04-01,R010,0.16,0.153,0.205,0.449,0.324
R010_P009,2026-04-08,R010,0.151,0.193,0.198,0.491,0.336
R010_P009,2026-04-15,R010,0.172,0.164,0.17,-999.0,0.279
R010_P009,2026-04-22,R010,0.15,0.19,0.213,0.399,0.308
R010_P009,2026-04-29,R010,0.13,0.177,0.22,-999.0,0.309
R010_P009,2026-05-06,R010,0.166,0.165,0.208,0.486,0.269
R010_P009,2026-05-13,R010,0.156,0.193,0.19,0.497,0.284
R010_P009,2026-05-20,R010,0.134,0.194,0.201,0.467,0.322
R010_P010,2026-04-01,R010,0.128,0.117,0.143,-999.0,0.228
R010_P010,2026-04-08,R010,0.107,0.119,0.153,0.387,0.308
R010_P010,2026-04-15,R010,0.093,0.149,0.17,0.46,0.246
R010_P010,2026-04-22,R010,0.107,0.146,0.141,0.379,0.306
R010_P010,2026-04-29,R010,0.099,0.136,0.164,0.388,0.293
R010_P010,2026-05-06,R010,0.136,0.143,0.16,0.478,0.235
R010_P010,2026-05-13,R010,0.125,0.122,0.186,0.454,0.306
R010_P010,2026-05-20,R010,0.121,0.144,0.146,0.502,0.299
R010_P011,2026-04-01,R010,0.153,0.146,0.167,0.491,0.264
R010_P011,2026-04-08,R010,0.148,0.145,0.201,0.395,0.287
R010_P011,2026-04-15,R010,0.157,0.161,0.154,0.394,0.328
R010_P011,2026-04-22,R010,0.12,0.141,0.193,0.503,0.265
R010_P011,2026-04-29,R010,0.13,0.175,0.183,0.512,0.323
R010_P011,2026-05-06,R010,0.147,0.181,0.202,0.533,0.316
R010_P011,2026-05-13,R010,0.16,0.175,0.191,0.391,0.28
R010_P011,2026-05-20,R010,0.126,0.154,0.178,0.457,-999.0
R010_P012,2026-04-01,R010,0.132,0.17,-999.0,0.397,0.26
R010_P012,2026-04-08,R010,0.151,0.124,0.161,0.488,0.286
R010_P012,2026-04-15,R010,0.103,0.167,-999.0,0.446,0.265
R010_P012,2026-04-22,R010,0.105,0.139,0.151,0.485,0.251
R010_P012,2026-04-29,R010,0.139,0.152,0.181,0.377,-999.0
R010_P012,2026-05-06,R010,0.131,0.143,0.196,0.416,0.238
R010_P012,2026-05-13,R010,0.106,0.129,0.194,0.471,0.286
R010_P012,2026-05-20,R010,0.136,0.136,0.19,0.433,0.299
R010_P013,2026-04-01,R010,0.155,0.176,0.176,0.491,0.258
R010_P013,2026-04-08,R010,0.15,0.172,0.192,0.395,0.323
R010_P013,2026-04-15,R010,0.123,0.178,0.192,0.494,0.255
R010_P013,2026-04-22,R010,0.131,0.171,0.179,0.432,0.321
